Date Received into Department,Date Due,Date Sent,Date Extension Granted,Full Response,Full Transfer,Partial Release,Declined
31/7/2017,28/8/2017,7/8/2017,,Yes,No,No,No
31/7/2017,25/8/2017,3/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,31/7/2017,,Yes,No,No,No
31/7/2017,25/8/2017,8/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,31/7/2017,,Yes,No,No,No
31/7/2017,28/8/2017,7/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,7/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,7/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,31/7/2017,,Yes,No,No,No
31/7/2017,28/8/2017,9/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,11/8/2017,,Yes,No,No,No
27/7/2017,24/8/2017,27/7/2017,,Yes,No,No,No
31/7/2017,28/8/2017,23/8/2017,,No,No,No,No
31/7/2017,28/8/2017,7/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,7/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,16/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,7/8/2017,,Yes,No,No,No
1/8/2017,8/8/2017,8/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,28/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,4/8/2017,,No,No,No,No
18/7/2017,15/8/2017,4/8/2017,,Yes,No,No,No
1/8/2017,29/8/2017,3/8/2017,,No,No,No,Yes
31/7/2017,29/8/2017,5/9/2017,,No,No,No,No
24/7/2017,21/8/2017,15/8/2017,,Yes,No,No,No
24/7/2017,21/8/2017,18/8/2017,,No,No,Yes,No
25/7/2017,22/8/2017,22/8/2017,,No,No,No,No
1/8/2017,8/8/2017,8/8/2017,,No,No,No,No
25/7/2017,22/8/2017,7/8/2017,,Yes,No,No,No
24/7/2017,21/8/2017,21/8/2017,,No,No,No,No
1/8/2017,29/8/2017,11/8/2017,,No,No,No,Yes
1/8/2017,30/8/2017,2/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,17/8/2017,,No,No,No,Yes
2/8/2017,30/8/2017,2/8/2017,,Yes,No,No,No
1/8/2017,29/8/2017,2/8/2017,,Yes,No,No,No
1/8/2017,,5/10/2017,,No,No,No,No
1/8/2017,29/8/2017,29/8/2017,,Yes,No,No,No
1/8/2017,30/8/2017,25/8/2017,,No,No,No,No
1/8/2017,29/8/2017,22/8/2017,,No,No,No,No
1/8/2017,29/8/2017,23/8/2017,,No,No,No,No
1/8/2017,29/8/2017,11/8/2017,,Yes,No,No,No
1/8/2017,22/8/2017,14/8/2017,,Yes,No,No,No
1/8/2017,29/8/2017,7/8/2017,,Yes,No,No,No
1/8/2017,30/8/2017,11/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,2/8/2017,,Yes,No,No,No
1/8/2017,29/8/2017,2/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,29/8/2017,,Yes,No,No,No
1/8/2017,29/8/2017,23/8/2017,,Yes,No,No,No
7/8/2017,30/8/2017,16/8/2017,,Yes,No,No,No
31/7/2017,28/8/2017,29/8/2017,,No,No,No,Yes
2/8/2017,30/8/2017,17/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,2/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,10/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,25/8/2017,,No,No,No,No
2/8/2017,30/8/2017,23/8/2017,,No,No,No,No
2/8/2017,27/9/2017,1/9/2017,30/8/2017,No,No,Yes,No
2/8/2017,30/8/2017,29/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,30/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,11/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,3/8/2017,,Yes,No,No,No
2/8/2017,11/8/2017,7/8/2017,,No,No,No,No
2/8/2017,30/8/2017,11/8/2017,,Yes,No,No,No
26/7/2017,23/8/2017,11/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,11/8/2017,,Yes,No,No,No
26/7/2017,23/8/2017,21/8/2017,,No,No,No,No
26/7/2017,23/8/2017,21/8/2017,,No,No,No,No
3/8/2017,28/9/2017,11/10/2017,28/9/2017,No,No,Yes,No
31/7/2017,31/8/2017,11/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,3/8/2017,,Yes,No,No,No
1/8/2017,31/8/2017,31/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,11/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,29/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,11/8/2017,,No,No,No,Yes
3/8/2017,17/8/2017,17/8/2017,,No,No,No,No
3/8/2017,31/8/2017,11/8/2017,,Yes,No,No,No
2/8/2017,31/8/2017,29/8/2017,,Yes,No,No,No
2/8/2017,30/8/2017,15/8/2017,,No,No,No,Yes
2/8/2017,31/8/2017,8/8/2017,,Yes,No,No,No
31/7/2017,13/9/2017,25/9/2017,16/8/2017,No,No,Yes,No
3/8/2017,31/8/2017,10/8/2017,,No,No,No,No
3/8/2017,31/8/2017,14/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,9/8/2017,,No,No,Yes,No
27/7/2017,24/8/2017,14/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,10/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,28/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,31/8/2017,,No,No,No,No
4/8/2017,1/9/2017,4/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,25/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,31/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,9/8/2017,,No,No,No,No
4/8/2017,1/9/2017,25/8/2017,,No,No,No,No
4/8/2017,1/9/2017,1/9/2017,,No,No,No,No
4/8/2017,1/9/2017,10/8/2017,,Yes,No,No,No
3/8/2017,1/9/2017,4/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,4/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,7/8/2017,,No,No,No,No
3/8/2017,31/8/2017,4/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,4/8/2017,,Yes,No,No,No
4/8/2017,11/8/2017,11/8/2017,,No,No,No,No
3/8/2017,31/8/2017,4/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,4/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,29/8/2017,,Yes,No,No,No
1/8/2017,1/9/2017,16/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,22/8/2017,,Yes,No,No,No
3/8/2017,31/8/2017,7/8/2017,,No,No,No,No
4/8/2017,1/9/2017,25/8/2017,,No,No,Yes,No
4/8/2017,1/9/2017,1/9/2017,,No,No,Yes,No
18/7/2017,15/8/2017,23/8/2017,,Yes,No,No,No
27/7/2017,29/9/2017,28/9/2017,30/8/2017,No,No,Yes,No
31/7/2017,28/8/2017,18/8/2017,,No,No,No,No
1/8/2017,29/8/2017,21/8/2017,,No,No,No,No
4/8/2017,1/9/2017,30/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,15/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,17/8/2017,,Yes,No,No,No
1/8/2017,29/8/2017,22/8/2017,,No,No,No,No
1/8/2017,29/8/2017,10/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,30/8/2017,,No,No,No,No
4/8/2017,1/9/2017,14/8/2017,,No,No,No,No
4/8/2017,1/9/2017,15/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,30/8/2017,,No,No,No,No
4/8/2017,1/9/2017,15/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,1/9/2017,,No,No,No,No
7/8/2017,4/9/2017,30/8/2017,,No,No,No,Yes
4/8/2017,1/9/2017,14/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,9/8/2017,,No,No,No,Yes
4/8/2017,1/9/2017,7/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,15/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,15/8/2017,,Yes,No,No,No
29/7/2017,25/8/2017,21/8/2017,,No,No,Yes,No
4/8/2017,1/9/2017,7/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,15/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,7/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,15/8/2017,,Yes,No,No,No
25/7/2017,22/8/2017,21/8/2017,,No,No,Yes,No
4/8/2017,1/9/2017,23/8/2017,,No,No,No,No
4/8/2017,1/9/2017,23/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,1/9/2017,,No,No,No,No
4/8/2017,1/9/2017,1/9/2017,,Yes,No,No,No
4/8/2017,1/9/2017,29/8/2017,,No,No,No,Yes
7/8/2017,4/9/2017,17/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,15/8/2017,,No,No,No,Yes
7/8/2017,4/9/2017,15/8/2017,,Yes,No,No,No
7/8/2017,15/8/2017,15/8/2017,,Yes,No,No,No
7/8/2017,21/8/2017,15/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,18/8/2017,,No,No,No,No
6/8/2017,4/9/2017,17/8/2017,,Yes,No,No,No
5/8/2017,4/9/2017,15/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,21/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,7/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,15/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,21/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,30/8/2017,,No,No,Yes,No
7/8/2017,4/9/2017,21/8/2017,,Yes,No,No,No
6/8/2017,1/9/2017,11/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,25/8/2017,,No,No,No,No
6/8/2017,1/9/2017,10/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,29/8/2017,,Yes,No,No,No
6/8/2017,1/9/2017,11/8/2017,,Yes,No,No,No
6/8/2017,1/9/2017,16/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,25/9/2017,,No,No,No,No
6/8/2017,1/9/2017,18/8/2017,,No,No,No,No
7/8/2017,4/9/2017,15/8/2017,,Yes,No,No,No
7/8/2017,5/9/2017,23/8/2017,,No,No,Yes,No
31/7/2017,28/8/2017,28/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,16/8/2017,,Yes,No,No,No
7/8/2017,5/9/2017,25/8/2017,,Yes,No,No,No
7/8/2017,1/9/2017,15/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,10/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,15/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,17/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,15/8/2017,,No,No,No,Yes
8/8/2017,5/9/2017,8/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,15/8/2017,,Yes,No,No,No
8/8/2017,10/8/2017,9/8/2017,,Yes,No,No,No
8/8/2017,15/8/2017,8/8/2017,,No,No,No,No
3/8/2017,5/9/2017,8/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,15/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,1/9/2017,,Yes,No,No,No
8/8/2017,5/9/2017,15/8/2017,,Yes,No,No,No
3/8/2017,5/9/2017,21/8/2017,,Yes,No,No,No
8/8/2017,25/8/2017,21/8/2017,,Yes,No,No,No
3/8/2017,5/9/2017,30/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,17/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,5/9/2017,,Yes,No,No,No
8/8/2017,5/9/2017,16/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,1/9/2017,,Yes,No,No,No
8/8/2017,5/9/2017,15/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,18/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,15/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,16/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,9/8/2017,,Yes,No,No,No
7/8/2017,4/9/2017,30/8/2017,,No,No,No,No
8/8/2017,5/9/2017,9/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,21/8/2017,,No,No,No,No
7/8/2017,4/9/2017,10/8/2017,,No,No,No,No
28/7/2017,22/9/2017,21/9/2017,21/8/2017,No,No,Yes,No
8/8/2017,5/9/2017,15/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,30/8/2017,,Yes,No,No,No
8/8/2017,5/9/2017,1/9/2017,,No,No,No,No
9/8/2017,5/9/2017,5/9/2017,,Yes,No,No,No
9/8/2017,6/9/2017,28/8/2017,,Yes,No,No,No
2/8/2017,6/9/2017,17/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,30/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,17/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,17/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,17/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,17/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,17/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,18/8/2017,,No,No,No,No
9/8/2017,6/9/2017,18/8/2017,,No,No,No,No
9/8/2017,6/9/2017,30/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,7/9/2017,,Yes,No,No,No
9/8/2017,6/9/2017,24/8/2017,,No,Yes,No,No
10/8/2017,7/9/2017,24/8/2017,,No,No,No,No
9/8/2017,6/9/2017,23/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,21/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,23/8/2017,,Yes,No,No,No
9/8/2017,18/8/2017,15/8/2017,,No,No,No,No
3/8/2017,7/9/2017,30/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,18/8/2017,,No,No,No,No
3/8/2017,7/9/2017,17/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,16/8/2017,,No,No,No,No
9/8/2017,6/9/2017,17/8/2017,,Yes,No,No,No
7/8/2017,7/9/2017,21/8/2017,,No,No,Yes,No
9/8/2017,6/9/2017,17/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,23/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,6/9/2017,,No,No,Yes,No
10/8/2017,5/10/2017,11/10/2017,6/9/2017,No,No,Yes,No
10/8/2017,7/9/2017,1/9/2017,,No,No,Yes,No
10/8/2017,7/9/2017,23/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,5/9/2017,,No,No,Yes,No
10/8/2017,7/9/2017,21/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,17/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,22/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,17/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,10/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,10/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,25/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,6/9/2017,,No,No,No,Yes
9/8/2017,6/9/2017,21/8/2017,,No,No,Yes,No
9/8/2017,6/9/2017,23/8/2017,,Yes,No,No,No
9/8/2017,6/9/2017,21/8/2017,,No,No,No,No
11/8/2017,8/9/2017,28/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,7/9/2017,,Yes,No,No,No
11/8/2017,17/8/2017,17/8/2017,,Yes,No,No,No
11/8/2017,17/8/2017,17/8/2017,,Yes,No,No,No
11/8/2017,17/8/2017,17/8/2017,,Yes,No,No,No
11/8/2017,17/8/2017,17/8/2017,,Yes,No,No,No
11/8/2017,17/8/2017,17/8/2017,,Yes,No,No,No
11/8/2017,17/8/2017,17/8/2017,,No,No,No,No
11/8/2017,17/8/2017,17/8/2017,,Yes,No,No,No
11/8/2017,23/8/2017,23/8/2017,,Yes,No,No,No
11/8/2017,23/8/2017,22/8/2017,,Yes,No,No,No
2/8/2017,8/9/2017,28/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,14/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,21/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,17/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,15/8/2017,,Yes,No,No,No
10/8/2017,7/9/2017,24/8/2017,,Yes,No,No,No
12/8/2017,11/9/2017,18/8/2017,,Yes,No,No,No
11/8/2017,8/9/2017,23/8/2017,,Yes,No,No,No
10/8/2017,5/10/2017,5/10/2017,5/10/2017,No,No,Yes,No
14/8/2017,9/10/2017,9/10/2017,9/10/2017,No,No,Yes,No
11/8/2017,8/9/2017,23/8/2017,,Yes,No,No,No
11/8/2017,8/9/2017,17/8/2017,,Yes,No,No,No
11/8/2017,8/9/2017,6/9/2017,,Yes,No,No,No
10/8/2017,7/9/2017,5/9/2017,,No,No,No,Yes
10/8/2017,7/9/2017,25/8/2017,,Yes,No,No,No
9/8/2017,4/10/2017,6/10/2017,6/9/2017,No,No,Yes,No
10/8/2017,6/10/2017,6/10/2017,6/9/2017,No,No,No,No
11/8/2017,8/9/2017,23/8/2017,,Yes,No,No,No
11/8/2017,8/9/2017,1/9/2017,,Yes,No,No,No
11/8/2017,11/9/2017,11/9/2017,,No,No,No,No
11/8/2017,8/9/2017,17/8/2017,,Yes,No,No,No
11/8/2017,8/9/2017,5/9/2017,,Yes,No,No,No
14/8/2017,11/9/2017,1/9/2017,,No,No,No,No
11/8/2017,8/9/2017,14/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,6/9/2017,,Yes,No,No,No
11/8/2017,1/9/2017,31/8/2017,,Yes,No,No,No
11/8/2017,8/9/2017,25/8/2017,,No,No,Yes,No
11/8/2017,8/9/2017,17/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,17/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,1/9/2017,,Yes,No,No,No
14/8/2017,11/9/2017,30/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,17/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,17/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,17/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,17/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,6/9/2017,,Yes,No,No,No
14/8/2017,11/9/2017,17/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,11/9/2017,,No,No,Yes,No
14/8/2017,11/9/2017,28/8/2017,,No,No,No,Yes
14/8/2017,11/9/2017,18/9/2017,,No,No,No,No
14/8/2017,25/8/2017,22/8/2017,,No,No,No,No
14/8/2017,11/9/2017,1/9/2017,,Yes,No,No,No
14/8/2017,11/9/2017,14/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,15/8/2017,,Yes,No,No,No
14/8/2017,10/10/2017,15/9/2017,11/9/2017,No,No,Yes,No
14/8/2017,9/10/2017,15/9/2017,11/9/2017,No,No,No,Yes
15/8/2017,12/9/2017,17/8/2017,,Yes,No,No,No
10/8/2017,12/9/2017,21/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,17/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,31/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,5/9/2017,,No,No,No,No
15/8/2017,12/9/2017,5/9/2017,,No,No,Yes,No
14/8/2017,11/9/2017,5/9/2017,,No,No,No,No
14/8/2017,11/9/2017,21/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,6/9/2017,,No,No,No,No
14/8/2017,11/9/2017,23/8/2017,,Yes,No,No,No
14/8/2017,12/9/2017,15/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,8/9/2017,,No,No,No,No
14/8/2017,11/9/2017,25/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,15/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,21/8/2017,,No,No,No,No
14/8/2017,11/9/2017,1/9/2017,,Yes,No,No,No
14/8/2017,11/9/2017,28/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,21/8/2017,,Yes,No,No,No
14/8/2017,12/9/2017,12/9/2017,,Yes,No,No,No
14/8/2017,22/9/2017,26/9/2017,,No,No,No,No
15/8/2017,16/8/2017,16/8/2017,,No,No,Yes,No
14/8/2017,11/9/2017,28/8/2017,,Yes,No,No,No
14/8/2017,11/9/2017,11/9/2017,,No,No,Yes,No
14/8/2017,11/9/2017,28/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,15/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,7/9/2017,,No,No,Yes,No
15/8/2017,12/9/2017,15/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,17/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,17/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,12/9/2017,,Yes,No,No,No
15/8/2017,12/9/2017,21/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,6/9/2017,,No,No,No,No
15/8/2017,12/9/2017,22/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,25/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,28/8/2017,,Yes,No,No,No
15/8/2017,29/8/2017,29/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,1/9/2017,,Yes,No,No,No
15/8/2017,12/9/2017,5/9/2017,,Yes,No,No,No
15/8/2017,12/9/2017,17/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,17/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,17/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,16/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,17/8/2017,,Yes,No,No,No
16/8/2017,22/8/2017,22/8/2017,,Yes,No,No,No
16/8/2017,22/8/2017,22/8/2017,,Yes,No,No,No
16/8/2017,30/8/2017,18/8/2017,,No,No,No,No
16/8/2017,13/9/2017,29/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,30/8/2017,,Yes,No,No,No
15/8/2017,12/9/2017,29/8/2017,,No,No,No,No
15/8/2017,12/9/2017,29/8/2017,,No,No,No,No
15/8/2017,12/9/2017,11/9/2017,,No,No,No,No
15/8/2017,13/9/2017,6/9/2017,,Yes,No,No,No
15/8/2017,12/9/2017,4/9/2017,,Yes,No,No,No
15/8/2017,12/9/2017,15/8/2017,,Yes,No,No,No
16/8/2017,13/9/2017,16/8/2017,,Yes,No,No,No
16/8/2017,13/9/2017,17/8/2017,,Yes,No,No,No
16/8/2017,13/9/2017,1/9/2017,,No,No,No,No
16/8/2017,13/9/2017,30/8/2017,,No,No,No,Yes
15/8/2017,14/9/2017,21/8/2017,,Yes,No,No,No
15/8/2017,14/9/2017,28/8/2017,,Yes,No,No,No
16/8/2017,14/9/2017,21/8/2017,,Yes,No,No,No
16/8/2017,14/9/2017,11/9/2017,,No,No,Yes,No
16/8/2017,14/9/2017,21/8/2017,,Yes,No,No,No
16/8/2017,14/9/2017,28/8/2017,,Yes,No,No,No
16/8/2017,14/9/2017,25/8/2017,,Yes,No,No,No
16/8/2017,14/9/2017,18/8/2017,,No,No,No,No
16/8/2017,14/9/2017,18/8/2017,,No,No,No,No
16/8/2017,14/9/2017,28/8/2017,,Yes,No,No,No
11/8/2017,14/9/2017,21/8/2017,,Yes,No,No,No
17/8/2017,14/9/2017,11/9/2017,,Yes,No,No,No
16/8/2017,14/9/2017,23/8/2017,,Yes,No,No,No
17/8/2017,14/9/2017,22/8/2017,,Yes,No,No,No
15/8/2017,14/9/2017,25/8/2017,,No,No,No,No
17/8/2017,14/9/2017,17/8/2017,,Yes,No,No,No
12/8/2017,14/9/2017,28/8/2017,,Yes,No,No,No
16/8/2017,13/9/2017,17/8/2017,,Yes,No,No,No
16/8/2017,13/9/2017,23/8/2017,,Yes,No,No,No
17/8/2017,14/9/2017,6/9/2017,,Yes,No,No,No
17/8/2017,14/9/2017,8/9/2017,,No,No,No,No
16/8/2017,13/9/2017,21/8/2017,,Yes,No,No,No
15/8/2017,14/9/2017,28/8/2017,,Yes,No,No,No
16/8/2017,14/9/2017,12/9/2017,,Yes,No,No,No
17/8/2017,14/9/2017,14/9/2017,,Yes,No,No,No
17/8/2017,14/9/2017,28/8/2017,,Yes,No,No,No
17/8/2017,14/9/2017,12/9/2017,,No,No,Yes,No
17/8/2017,29/9/2017,22/9/2017,,No,No,Yes,No
17/8/2017,14/9/2017,29/8/2017,,Yes,No,No,No
17/8/2017,14/9/2017,29/8/2017,,Yes,No,No,No
17/8/2017,14/9/2017,17/8/2017,,Yes,No,No,No
17/8/2017,15/9/2017,29/8/2017,,Yes,No,No,No
17/8/2017,15/9/2017,18/8/2017,,Yes,No,No,No
17/8/2017,15/9/2017,12/9/2017,,Yes,No,No,No
17/8/2017,24/8/2017,23/8/2017,,Yes,No,No,No
18/8/2017,15/9/2017,11/9/2017,,No,No,No,No
16/8/2017,13/9/2017,1/9/2017,,Yes,No,No,No
17/8/2017,14/9/2017,31/8/2017,,Yes,No,No,No
17/8/2017,14/9/2017,14/9/2017,,Yes,No,No,No
18/8/2017,15/9/2017,25/8/2017,,Yes,No,No,No
18/8/2017,15/9/2017,29/8/2017,,Yes,No,No,No
18/8/2017,15/9/2017,12/9/2017,,Yes,No,No,No
18/8/2017,15/9/2017,17/10/2017,,Yes,No,No,No
18/8/2017,15/9/2017,13/9/2017,,Yes,No,No,No
18/8/2017,15/9/2017,12/9/2017,,Yes,No,No,No
18/8/2017,15/9/2017,18/9/2017,,No,No,No,No
18/8/2017,15/9/2017,29/8/2017,,Yes,No,No,No
18/8/2017,15/9/2017,13/9/2017,,No,No,No,No
18/8/2017,15/9/2017,29/8/2017,,Yes,No,No,No
16/8/2017,15/9/2017,29/8/2017,,Yes,No,No,No
4/8/2017,1/9/2017,28/8/2017,,No,No,No,No
17/8/2017,14/9/2017,14/9/2017,,Yes,No,No,No
17/8/2017,14/9/2017,6/9/2017,,No,No,No,Yes
17/8/2017,14/9/2017,5/9/2017,,Yes,No,No,No
18/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
18/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
18/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
18/8/2017,15/9/2017,21/8/2017,,Yes,No,No,No
18/8/2017,15/9/2017,23/8/2017,,No,No,No,No
18/8/2017,18/9/2017,21/8/2017,,Yes,No,No,No
18/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
19/8/2017,18/9/2017,1/9/2017,,Yes,No,No,No
19/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
19/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
19/8/2017,18/9/2017,21/8/2017,,Yes,No,No,No
18/8/2017,18/9/2017,8/9/2017,,No,No,No,No
20/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,30/8/2017,,Yes,No,No,No
20/8/2017,18/9/2017,23/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,21/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,12/9/2017,,Yes,No,No,No
21/8/2017,18/9/2017,30/8/2017,,Yes,No,No,No
20/8/2017,18/9/2017,28/8/2017,,Yes,No,No,No
18/8/2017,18/9/2017,1/9/2017,,No,No,Yes,No
18/8/2017,15/9/2017,6/9/2017,,Yes,No,No,No
21/8/2017,18/9/2017,21/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,24/8/2017,,No,No,No,No
18/8/2017,15/9/2017,11/9/2017,,Yes,No,No,No
21/8/2017,18/9/2017,29/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,23/8/2017,,Yes,No,No,No
21/8/2017,18/9/2017,5/9/2017,,Yes,No,No,Yes
