Date Received into Department,Date Due,Date Sent,Date Extension Granted,Full Response,Full Transfer,Partial Release,Declined
29/9/2017,30/10/2017,29/9/2017,,Yes,No,No,Yes
29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
29/9/2017,30/10/2017,30/10/2017,,No,No,No,Yes
29/9/2017,30/10/2017,25/10/2017,,No,No,No,No
29/9/2017,30/10/2017,11/10/2017,,Yes,No,No,No
29/9/2017,30/10/2017,25/10/2017,,Yes,No,No,No
29/9/2017,30/10/2017,4/10/2017,,No,No,No,Yes
29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
29/9/2017,30/10/2017,29/9/2017,,Yes,No,No,No
29/9/2017,30/10/2017,29/9/2017,,Yes,No,No,No
30/9/2017,30/10/2017,2/10/2017,,Yes,No,No,No
30/9/2017,30/10/2017,2/10/2017,,Yes,No,No,No
30/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
30/9/2017,30/10/2017,16/10/2017,,Yes,No,No,No
30/9/2017,30/10/2017,30/10/2017,,No,No,No,Yes
29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
30/9/2017,30/10/2017,16/10/2017,,Yes,No,No,No
30/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
29/9/2017,30/10/2017,30/10/2017,,No,No,No,Yes
29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
29/9/2017,30/10/2017,2/10/2017,,Yes,No,No,No
14/9/2017,13/12/2017,13/12/2017,,Yes,No,No,No
29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
20/9/2017,24/11/2017,24/11/2017,18/10/2017,No,No,Yes,No
29/9/2017,30/10/2017,25/10/2017,,Yes,No,No,No
29/9/2017,31/10/2017,31/10/2017,,Yes,No,No,No
2/9/2017,31/10/2017,27/10/2017,,No,No,No,No
2/10/2017,31/10/2017,27/10/2017,,Yes,No,No,No
2/9/2017,31/10/2017,31/10/2017,,Yes,No,No,No
20/10/2017,20/11/2017,17/11/2017,,No,No,Yes,No
29/9/2017,30/10/2017,30/10/2017,,No,No,No,No
2/9/2017,31/10/2017,30/10/2017,,No,No,No,No
28/9/2017,27/10/2017,1/11/2017,,Yes,No,No,No
28/9/2017,27/10/2017,12/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,20/10/2017,,No,No,No,No
2/10/2017,31/10/2017,26/10/2017,,No,No,Yes,No
2/10/2017,31/10/2017,26/10/2017,,No,No,Yes,No
2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,4/10/2017,,No,No,No,Yes
2/10/2017,13/10/2017,6/10/2017,,No,No,No,No
2/10/2017,31/10/2017,11/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,2/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,30/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,30/10/2017,,No,No,No,No
2/10/2017,31/10/2017,27/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,31/10/2017,,Yes,No,No,No
1/10/2017,31/10/2017,24/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,17/10/2017,,No,No,Yes,No
2/10/2017,17/11/2017,18/12/2017,24/10/2017,No,No,Yes,No
2/10/2017,31/10/2017,24/10/2017,,No,No,No,No
2/10/2017,1/11/2017,11/10/2017,,No,Yes,No,No
2/10/2017,21/11/2017,22/11/2017,,No,No,Yes,No
2/10/2017,31/10/2017,27/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,27/10/2017,,Yes,No,No,No
3/10/2017,3/11/2017,3/10/2017,,Yes,No,No,No
3/10/2017,1/11/2017,4/10/2017,,Yes,No,No,No
3/10/2017,1/11/2017,1/11/2017,,Yes,No,No,No
2/10/2017,31/10/2017,31/10/2017,,No,No,Yes,No
3/10/2017,,3/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,17/10/2017,,No,No,Yes,No
2/10/2017,31/10/2017,4/10/2017,,No,No,No,No
13/9/2017,11/10/2017,11/10/2017,,No,No,No,Yes
2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
3/10/2017,31/10/2017,3/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
2/10/2017,31/10/2017,11/10/2017,,No,No,No,No
3/10/2017,1/11/2017,16/10/2017,,Yes,No,No,No
3/10/2017,1/11/2017,11/10/2017,,Yes,No,No,No
3/10/2017,29/11/2017,8/12/2017,1/11/2017,Yes,No,No,No
3/10/2017,1/11/2017,4/10/2017,,Yes,No,No,No
3/10/2017,2/11/2017,4/10/2017,,Yes,No,No,No
3/10/2017,2/11/2017,10/11/2017,,Yes,No,No,No
3/10/2017,1/11/2017,6/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,17/10/2017,,No,Yes,No,No
27/9/2017,26/10/2017,26/10/2017,,Yes,No,No,No
3/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
3/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,25/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,2/11/2017,,Yes,No,No,No
4/10/2017,2/11/2017,11/10/2017,,No,No,No,Yes
4/10/2017,2/11/2017,10/11/2017,,Yes,No,No,No
4/10/2017,2/11/2017,13/10/2017,,Yes,No,No,No
4/10/2017,16/10/2017,10/10/2017,,Yes,No,No,No
4/11/2017,1/11/2017,24/10/2017,,Yes,No,No,No
3/10/2017,1/11/2017,27/10/2017,,Yes,No,No,No
3/10/2017,1/11/2017,1/11/2017,,Yes,No,No,No
4/10/2017,2/11/2017,13/10/2017,,Yes,No,No,No
3/10/2017,1/11/2017,11/10/2017,,Yes,No,No,No
3/10/2017,1/11/2017,26/10/2017,,Yes,No,No,No
3/10/2017,1/11/2017,11/10/2017,,Yes,No,No,No
3/10/2017,2/11/2017,27/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,2/11/2017,,Yes,No,No,No
4/10/2017,2/11/2017,30/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,26/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,23/8/2017,,No,No,Yes,No
4/10/2017,2/11/2017,2/11/2017,,Yes,No,No,No
4/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,27/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,13/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,1/11/2017,,Yes,No,No,No
4/10/2017,2/11/2017,2/11/2017,,No,No,Yes,No
4/10/2017,2/11/2017,1/11/2017,,No,No,No,Yes
4/10/2017,2/11/2017,25/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,27/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,10/10/2017,,No,No,No,No
4/10/2017,2/11/2017,30/10/2017,,No,No,No,No
5/10/2017,3/11/2017,31/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,31/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,31/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,5/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,10/10/2017,,Yes,No,No,No
5/10/2017,3/11/2017,1/11/2017,,Yes,No,No,No
5/10/2017,3/11/2017,5/10/2017,,Yes,No,No,No
5/10/2017,3/11/2017,6/10/2017,,Yes,No,No,No
5/10/2017,3/11/2017,3/11/2017,,No,No,No,No
5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
5/10/2017,1/12/2017,21/12/2017,3/11/2017,No,No,Yes,No
5/10/2017,3/11/2017,2/11/2017,,No,No,No,No
5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
5/10/2017,10/11/2017,15/11/2017,,No,No,No,No
5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
5/10/2017,3/11/2017,1/11/2017,,Yes,No,No,No
5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
5/10/2017,3/11/2017,2/11/2017,,Yes,No,No,No
5/10/2017,3/11/2017,3/11/2017,,Yes,No,No,No
5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
5/10/2017,3/11/2017,27/10/2017,,Yes,No,No,No
5/10/2017,3/11/2017,5/10/2017,,Yes,No,No,No
5/10/2017,6/11/2017,2/11/2017,,Yes,No,No,No
5/10/2017,6/11/2017,31/10/2017,,Yes,No,No,No
5/10/2017,6/11/2017,3/11/2017,,Yes,Yes,No,No
6/10/2017,6/11/2017,12/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,13/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,6/11/2017,,Yes,No,No,No
4/10/2017,6/11/2017,31/10/2017,,No,No,No,No
6/10/2017,6/11/2017,31/10/2017,,No,No,Yes,No
6/10/2017,6/11/2017,6/11/2017,,No,No,No,Yes
6/10/2017,6/11/2017,13/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,6/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,6/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,13/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,3/11/2017,,Yes,No,No,No
6/10/2017,3/11/2017,6/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,13/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,6/11/2017,,No,No,No,No
6/10/2017,6/11/2017,3/11/2017,,No,No,No,No
6/10/2017,6/11/2017,17/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,9/10/2017,,Yes,No,No,No
6/10/2017,6/11/2017,30/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,1/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,7/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,6/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
7/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,16/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,17/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,18/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,18/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,3/11/2017,,No,No,No,No
9/10/2017,7/11/2017,6/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,3/11/2017,,No,No,No,Yes
9/10/2017,7/11/2017,9/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,6/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
4/10/2017,2/11/2017,1/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,17/10/2017,,No,No,No,Yes
9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,9/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,5/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,3/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,2/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,2/11/2017,,Yes,No,No,No
9/10/2017,7/11/2017,9/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,17/10/2017,,Yes,No,No,No
9/10/2017,7/11/2017,12/10/2017,,Yes,No,Yes,No
9/10/2017,7/11/2017,7/11/2017,,No,No,Yes,No
9/10/2017,8/11/2017,13/10/2017,,Yes,No,No,No
9/10/2017,8/11/2017,19/10/2017,,Yes,No,No,No
9/10/2017,8/11/2017,24/10/2017,,No,No,No,No
9/10/2017,8/11/2017,27/10/2017,,Yes,No,No,No
9/10/2017,8/11/2017,16/10/2017,,Yes,No,No,No
9/10/2017,8/11/2017,8/11/2017,,No,No,No,Yes
9/10/2017,7/11/2017,7/11/2017,,No,No,Yes,No
10/10/2017,7/11/2017,7/11/2017,,No,No,No,No
9/10/2017,8/11/2017,1/11/2017,,No,No,No,Yes
10/10/2017,8/11/2017,19/10/2017,,Yes,No,No,No
10/10/2017,8/11/2017,25/10/2017,,Yes,No,No,No
10/10/2017,8/11/2017,17/10/2017,,Yes,No,No,No
10/10/2017,8/11/2017,17/10/2017,,Yes,No,No,No
10/10/2017,8/11/2017,8/11/2017,,No,No,No,No
10/10/2017,8/11/2017,13/10/2017,,Yes,No,No,No
10/10/2017,6/12/2017,6/12/2017,6/12/2017,No,No,Yes,No
10/10/2017,8/11/2017,10/10/2017,,Yes,No,No,No
10/10/2017,8/11/2017,17/10/2017,,No,Yes,No,No
10/10/2017,6/12/2017,14/11/2017,,No,No,Yes,No
10/10/2017,8/11/2017,3/11/2017,,No,No,No,Yes
10/10/2017,8/11/2017,8/11/2017,,No,No,No,Yes
10/10/2017,8/11/2017,8/11/2017,,Yes,No,No,No
10/10/2017,8/11/2017,25/10/2017,,No,No,No,No
10/10/2017,8/11/2017,3/11/2017,,Yes,No,No,No
10/10/2017,8/11/2017,19/10/2017,,No,No,No,No
10/10/2017,8/11/2017,2/11/2017,,No,No,No,Yes
10/10/2017,9/11/2017,24/10/2017,,No,No,No,No
10/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
11/10/2017,9/11/2017,17/10/2017,,Yes,No,No,No
10/10/2017,9/11/2017,16/10/2017,,Yes,No,No,No
11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
11/10/2017,9/11/2017,10/11/2017,,Yes,No,No,No
11/10/2017,9/11/2017,9/11/2017,,Yes,No,No,No
11/10/2017,9/11/2017,9/11/2017,,Yes,No,No,No
11/10/2017,9/11/2017,16/10/2017,,No,No,No,Yes
11/10/2017,27/10/2017,27/10/2017,,Yes,No,No,No
11/10/2017,9/11/2017,2/11/2017,,No,No,Yes,No
11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
11/10/2017,9/11/2017,3/11/2017,,Yes,No,No,No
11/10/2017,9/11/2017,16/10/2017,,No,Yes,No,No
11/10/2017,9/11/2017,16/10/2017,,Yes,No,No,No
11/10/2017,10/11/2017,9/11/2017,,No,No,Yes,No
11/10/2017,10/11/2017,3/11/2017,,Yes,No,No,No
11/10/2017,9/11/2017,24/10/2017,,Yes,No,No,No
11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
11/10/2017,6/12/2017,23/11/2017,8/11/2017,Yes,No,No,No
12/10/2017,10/11/2017,17/10/2017,,Yes,No,No,No
12/10/2017,10/11/2017,3/11/2017,,Yes,No,No,No
11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
11/10/2017,10/11/2017,10/11/2017,,No,No,No,Yes
12/10/2017,10/11/2017,7/11/2017,,Yes,No,No,No
12/10/2017,10/11/2017,2/11/2017,,Yes,No,No,No
12/10/2017,24/11/2017,24/11/2017,,No,No,No,No
12/10/2017,10/11/2017,18/10/2017,,Yes,No,No,No
12/10/2017,10/11/2017,24/10/2017,,Yes,No,No,No
12/10/2017,10/11/2017,16/10/2017,,No,No,No,No
12/10/2017,10/11/2017,19/10/2017,,Yes,No,No,No
12/10/2017,10/11/2017,18/10/2017,,No,No,No,Yes
12/10/2017,10/11/2017,16/10/2017,,Yes,No,No,No
12/10/2017,10/11/2017,1/11/2017,,Yes,No,No,No
12/10/2017,10/11/2017,25/10/2017,,Yes,No,No,No
12/10/2017,10/11/2017,30/10/2017,,Yes,No,No,No
12/10/2017,10/11/2017,30/10/2017,,No,No,No,No
12/10/2017,10/11/2017,19/10/2017,,Yes,No,No,No
12/10/2017,8/12/2017,21/11/2017,,Yes,No,No,No
10/10/2017,8/11/2017,8/11/2017,,Yes,No,No,No
11/10/2017,9/11/2017,3/11/2017,,Yes,No,No,No
12/10/2017,13/11/2017,13/11/2017,,Yes,No,No,No
13/10/2017,13/11/2017,13/11/2017,,Yes,No,No,No
11/10/2017,9/11/2017,9/11/2017,,Yes,No,No,No
13/10/2017,13/11/2017,1/11/2017,,No,No,No,Yes
11/10/2017,9/11/2017,30/10/2017,,No,No,No,No
13/10/2017,13/11/2017,22/11/2017,,No,No,No,No
13/10/2017,13/11/2017,18/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,19/10/2017,,Yes,No,No,No
11/10/2017,9/11/2017,6/11/2017,,No,No,Yes,No
13/10/2017,13/11/2017,16/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,17/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,20/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,16/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,3/11/2017,,Yes,No,No,No
13/10/2017,13/11/2017,17/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,13/11/2017,,Yes,No,No,No
13/10/2017,13/11/2017,2/11/2017,,Yes,No,No,No
13/10/2017,13/11/2017,18/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,18/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,19/10/2017,,Yes,No,No,No
13/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
13/10/2017,11/12/2017,30/11/2017,13/11/2017,Yes,No,No,No
14/10/2017,14/11/2017,14/11/2017,,No,No,No,Yes
16/10/2017,14/11/2017,18/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,13/11/2017,,No,No,No,No
14/10/2017,14/11/2017,13/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,2/11/2017,,Yes,No,No,No
14/10/2017,14/11/2017,3/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,14/11/2017,,Yes,No,No,No
14/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,2/11/2017,,Yes,No,No,No
4/8/2017,14/11/2017,25/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,16/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
14/10/2017,14/11/2017,7/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,13/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,13/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,20/10/2017,,No,No,No,No
16/10/2017,14/11/2017,20/10/2017,,No,No,No,No
16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
13/10/2017,13/11/2017,7/11/2017,,No,No,Yes,No
12/10/2017,14/11/2017,1/11/2017,,Yes,No,No,No
13/10/2017,13/11/2017,13/11/2017,,Yes,No,No,No
13/10/2017,13/11/2017,10/11/2017,,No,No,No,No
16/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
14/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,13/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,17/10/2017,,No,No,No,No
16/10/2017,6/11/2017,3/11/2017,,No,No,No,No
12/10/2017,14/11/2017,26/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,18/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,16/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,16/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,14/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,26/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,13/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,1/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,18/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,20/10/2017,,Yes,No,No,No
16/10/2017,15/11/2017,17/10/2017,,Yes,No,No,No
16/10/2017,15/11/2017,18/10/2017,,Yes,No,No,No
16/10/2017,15/11/2017,19/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,26/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,1/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,14/11/2017,,Yes,No,No,No
16/10/2017,14/11/2017,20/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
16/10/2017,15/11/2017,25/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,15/11/2017,,No,No,No,Yes
17/10/2017,17/10/2017,17/10/2017,,Yes,No,No,No
16/10/2017,14/11/2017,18/10/2017,,No,No,No,No
13/10/2017,13/11/2017,10/11/2017,,No,No,No,No
17/10/2017,15/11/2017,30/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,19/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,19/10/2017,,No,No,No,Yes
17/10/2017,15/11/2017,15/11/2017,,No,No,No,Yes
17/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
17/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,17/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,30/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,9/11/2017,,Yes,No,No,No
17/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,19/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,13/11/2017,,No,No,Yes,No
17/10/2017,25/10/2017,26/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,9/11/2017,,No,No,Yes,No
17/10/2017,15/11/2017,8/11/2017,,Yes,No,No,No
17/10/2017,15/11/2017,19/10/2017,,No,No,No,Yes
17/10/2017,15/11/2017,24/10/2017,,No,No,Yes,No
17/10/2017,15/11/2017,7/11/2017,,No,No,Yes,No
17/10/2017,15/11/2017,15/11/2017,,Yes,No,No,No
17/10/2017,15/11/2017,27/10/2017,,No,No,No,No
17/10/2017,15/11/2017,25/10/2017,,Yes,No,No,No
2/10/2017,8/11/2017,6/11/2017,8/11/2017,No,Yes,Yes,No
17/10/2017,15/11/2017,15/11/2017,,No,No,Yes,No
17/10/2017,15/11/2017,24/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,18/10/2017,,Yes,No,No,No
17/10/2017,15/11/2017,15/11/2017,,Yes,No,No,No
18/10/2017,16/11/2017,17/11/2017,,No,No,No,No
18/10/2017,16/11/2017,9/11/2017,,Yes,No,No,No
18/10/2017,14/12/2017,7/12/2017,16/11/2017,No,No,Yes,No
18/10/2017,16/11/2017,14/11/2017,,No,No,Yes,No
3/10/2017,29/11/2017,15/11/2017,1/11/2017,Yes,No,No,No
18/10/2017,16/11/2017,17/11/2017,,Yes,No,No,No
18/10/2017,16/11/2017,25/10/2017,,Yes,No,No,No
18/10/2017,16/11/2017,16/11/2017,,No,No,No,No
18/10/2017,16/11/2017,21/11/2017,,Yes,No,No,No
18/10/2017,16/11/2017,27/10/2017,,Yes,No,No,No
18/10/2017,16/11/2017,19/10/2017,,Yes,No,No,No
18/10/2017,16/11/2017,16/11/2017,,Yes,No,No,No
18/10/2017,16/11/2017,19/10/2017,,Yes,No,No,No
18/10/2017,16/11/2017,20/10/2017,,No,No,No,No
18/10/2017,16/11/2017,1/11/2017,,No,No,No,Yes
18/10/2017,16/11/2017,27/10/2017,,Yes,No,No,No
18/10/2017,17/11/2017,19/10/2017,,Yes,No,No,No
18/10/2017,16/11/2017,19/10/2017,,Yes,No,No,No
18/10/2017,15/11/2017,15/11/2017,,Yes,No,No,No
18/10/2017,2/11/2017,2/11/2017,,Yes,No,No,No
17/10/2017,15/11/2017,20/10/2017,,Yes,No,No,No
19/10/2017,17/11/2017,15/11/2017,,No,No,No,Yes
19/10/2017,26/10/2017,20/10/2017,,Yes,No,No,No
19/10/2017,17/11/2017,17/11/2017,,No,No,No,Yes
19/10/2017,17/11/2017,8/11/2017,,Yes,No,No,No
19/10/2017,27/10/2017,26/10/2017,,Yes,No,No,No
19/10/2017,17/11/2017,20/11/2017,,Yes,No,No,No
19/10/2017,1/11/2017,31/10/2017,,Yes,No,No,No
19/10/2017,17/11/2017,6/11/2017,,No,No,Yes,No
19/10/2017,17/11/2017,14/11/2017,,Yes,No,No,No
19/10/2017,17/11/2017,19/10/2017,,Yes,No,No,No
19/10/2017,17/11/2017,19/10/2017,,Yes,No,No,No
19/10/2017,17/11/2017,20/10/2017,,Yes,No,No,No
19/10/2017,9/11/2017,9/11/2017,,Yes,No,No,No
19/10/2017,17/11/2017,14/11/2017,,Yes,No,No,No
19/10/2017,17/11/2017,20/10/2017,,Yes,No,No,No
19/10/2017,17/11/2017,27/10/2017,,Yes,No,Yes,No
20/10/2017,20/10/2017,20/10/2017,,No,No,No,No
20/10/2017,20/11/2017,16/11/2017,,Yes,No,No,No
20/10/2017,20/11/2017,7/11/2017,,Yes,No,No,No
20/10/2017,20/11/2017,1/11/2017,,Yes,No,No,No
20/10/2017,20/11/2017,20/10/2017,,Yes,No,No,No
20/10/2017,20/11/2017,27/10/2017,,Yes,No,No,No
19/10/2017,17/11/2017,17/11/2017,,No,No,No,No
11/10/2017,18/12/2017,10/11/2017,,Yes,No,No,No
19/10/2017,17/11/2017,17/11/2017,,No,No,No,No
20/10/2017,20/11/2017,10/11/2017,,Yes,No,No,No
20/10/2017,20/11/2017,13/11/2017,,No,No,Yes,No
20/10/2017,20/11/2017,17/11/2017,,No,No,No,No
20/10/2017,20/11/2017,15/11/2017,,Yes,No,No,No
20/10/2017,20/11/2017,6/11/2017,,Yes,No,No,No
24/10/2017,21/11/2017,25/10/2017,,Yes,No,No,No
21/10/2017,21/11/2017,26/10/2017,,Yes,No,No,No
20/10/2017,20/11/2017,25/10/2017,,No,No,No,No
20/10/2017,18/12/2017,18/12/2017,20/11/2017,Yes,No,No,No
24/10/2017,21/11/2017,1/11/2017,,Yes,No,No,No
20/10/2017,21/11/2017,21/11/2017,,Yes,No,No,No
24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
24/10/2017,21/11/2017,1/11/2017,,Yes,No,No,No
24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
24/10/2017,21/11/2017,1/11/2017,,No,No,No,Yes
20/10/2017,20/11/2017,24/10/2017,,Yes,No,No,No
24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
24/10/2017,21/11/2017,21/11/2017,,Yes,No,No,No
20/10/2017,20/11/2017,17/11/2017,,Yes,No,No,No
24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
24/10/2017,21/11/2017,25/10/2017,,Yes,No,No,No
24/10/2017,21/11/2017,24/10/2017,,No,No,No,No
20/10/2017,20/11/2017,1/11/2017,,Yes,No,No,No
24/10/2017,21/11/2017,24/10/2017,,No,No,No,No
24/10/2017,21/11/2017,27/10/2017,,No,No,No,Yes
24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
24/10/2017,21/11/2017,27/10/2017,,Yes,No,No,No
24/10/2017,19/12/2017,22/12/2017,21/11/2017,No,No,Yes,No
24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
24/10/2017,21/11/2017,1/11/2017,,Yes,No,No,No
24/10/2017,21/11/2017,16/11/2017,,No,No,Yes,No
24/10/2017,28/11/2017,27/11/2017,,No,No,No,No
24/10/2017,21/11/2017,21/11/2017,,Yes,No,No,No
24/10/2017,21/11/2017,6/11/2017,,No,No,No,No
