Official Correspondence,Date Received into Department,Date Due,Date Sent,Date Extension Granted,Full Response,Full Transfer,Partial Release,Declined
Official Information Act,28/8/2017,25/9/2017,28/8/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,19/9/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,9/9/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,28/8/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,15/9/2017,,No,No,No,Yes
Official Information Act,28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,30/8/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,13/9/2017,,Yes,No,No,No
Official Information Act,28/8/2017,25/9/2017,30/8/2017,,No,No,No,Yes
Official Information Act,28/8/2017,25/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,30/8/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,29/8/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,30/8/2017,,Yes,No,No,No
Official Information Act,24/8/2017,29/8/2017,31/8/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,5/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,28/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,29/8/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,18/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,15/9/2017,,Yes,No,No,No
Official Information Act,29/8/2017,26/9/2017,22/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,11/10/2017,,No,No,Yes,No
Official Information Act,30/8/2017,27/9/2017,22/9/2017,,Yes,No,No,No
Official Information Act,30/8/2017,27/9/2017,22/9/2017,,Yes,No,No,No
Official Information Act,30/8/2017,27/9/2017,26/9/2017,,Yes,No,No,No
Official Information Act,30/8/2017,27/9/2017,22/9/2017,,No,No,No,Yes
Official Information Act,30/8/2017,27/9/2017,11/9/2017,,Yes,No,No,No
Official Information Act,30/8/2017,27/9/2017,6/9/2017,,No,No,No,Yes
Official Information Act,30/8/2017,27/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,26/7/2017,22/9/2017,21/9/2017,,No,No,Yes,No
Official Information Act,30/8/2017,27/9/2017,30/8/2017,,Yes,No,No,No
Official Information Act,30/8/2017,27/9/2017,25/9/2017,,No,No,No,Yes
Official Information Act,30/8/2017,27/9/2017,22/9/2017,,Yes,No,No,No
Official Information Act,30/8/2017,27/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,11/10/2017,,No,No,Yes,No
Official Information Act,31/8/2017,28/9/2017,7/9/2017,,No,No,No,Yes
Official Information Act,31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,4/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,22/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,28/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,31/8/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,31/8/2017,,Yes,No,No,No
Official Information Act,30/8/2017,10/10/2017,10/10/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,31/8/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/10/2017,6/10/2017,,No,No,Yes,No
Official Information Act,31/8/2017,28/9/2017,12/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,13/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,13/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,27/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,22/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,12/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,22/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,7/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,1/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,27/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,6/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,12/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,26/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,7/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,15/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,26/10/2017,16/10/2017,27/9/2017,Yes,No,No,No
Official Information Act,1/9/2017,30/10/2017,26/10/2017,27/9/2017,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,2/9/2017,,Yes,No,No,No
Official Information Act,1/9/2017,29/9/2017,2/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,18/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,4/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,5/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,2/10/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,4/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,28/9/2017,21/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,28/9/2017,,Yes,No,No,No
Official Information Act,31/8/2017,28/9/2017,21/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,6/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,28/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,14/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,14/9/2017,,No,No,No,Yes
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,No,No,No,Yes
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,5/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,26/9/2017,,No,No,Yes,No
Official Information Act,4/9/2017,2/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,4/9/2017,2/10/2017,28/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,21/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,5/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,2/11/2017,20/10/2017,3/10/2017,No,No,Yes,No
Official Information Act,5/9/2017,1/11/2017,1/11/2017,3/10/2017,No,No,No,Yes
Official Information Act,5/9/2017,31/10/2017,26/10/2017,3/10/2017,No,No,Yes,No
Official Information Act,5/9/2017,3/10/2017,5/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,1/11/2017,26/10/2017,3/10/2017,No,No,Yes,No
Official Information Act,5/9/2017,2/11/2017,20/10/2017,3/11/2017,No,No,Yes,No
Official Information Act,5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,11/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,3/10/2017,,Yes,No,No,No
Official Information Act,5/9/2017,3/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,6/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,2/11/2017,18/10/2017,2/11/2017,No,No,Yes,No
Official Information Act,6/9/2017,4/10/2017,3/10/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,2/11/2017,24/10/2017,3/10/2017,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,22/9/2017,,No,No,No,Yes
Official Information Act,6/9/2017,4/10/2017,13/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,4/10/2017,,No,No,Yes,No
Official Information Act,6/9/2017,4/10/2017,18/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,7/9/2017,5/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,7/9/2017,5/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,7/9/2017,5/10/2017,7/9/2017,,Yes,No,No,No
Official Information Act,7/9/2017,5/10/2017,4/10/2017,,No,No,Yes,No
Official Information Act,7/9/2017,5/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,7/9/2017,5/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,7/9/2017,5/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,7/9/2017,5/10/2017,8/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/11/2017,27/10/2017,6/10/2017,Yes,No,No,No
Official Information Act,7/9/2017,5/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,3/11/2017,12/10/2017,6/10/2017,No,No,Yes,No
Official Information Act,7/9/2017,5/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,13/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,12/9/2017,,No,No,No,Yes
Official Information Act,8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,6/10/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,8/9/2017,,Yes,No,No,No
Official Information Act,6/9/2017,4/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,6/10/2017,,No,No,No,Yes
Official Information Act,10/9/2017,3/11/2017,13/10/2017,6/10/2017,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,11/9/2017,,Yes,No,No,No
Official Information Act,10/9/2017,3/11/2017,13/10/2017,6/10/2017,Yes,No,No,No
Official Information Act,10/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,12/9/2017,,No,No,No,Yes
Official Information Act,8/9/2017,6/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,10/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,10/9/2017,6/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,6/10/2017,,No,No,No,Yes
Official Information Act,10/9/2017,6/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,6/10/2017,,No,No,No,Yes
Official Information Act,10/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,13/9/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,6/10/2017,,Yes,No,No,No
Official Information Act,8/9/2017,6/10/2017,14/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,No,No,No,Yes
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,11/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,No,No,No,Yes
Official Information Act,11/9/2017,9/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,6/10/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,14/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,No,No,No,Yes
Official Information Act,11/9/2017,9/10/2017,14/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,7/11/2017,7/11/2017,6/10/2017,No,No,Yes,No
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,11/9/2017,9/10/2017,18/9/2017,,No,No,No,Yes
Official Information Act,12/9/2017,10/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,5/10/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,12/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,21/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,9/10/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,12/9/2017,10/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,13/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,11/10/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,13/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,11/10/2017,,No,No,No,Yes
Official Information Act,13/9/2017,11/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,14/9/2017,,No,No,No,Yes
Official Information Act,13/9/2017,11/10/2017,14/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,14/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,11/10/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,11/10/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,16/10/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,20/10/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,14/9/2017,13/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,12/10/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,12/10/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,14/9/2017,12/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,14/9/2017,13/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,15/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/11/2017,6/12/2017,13/10/2017,No,No,Yes,No
Official Information Act,15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,15/9/2017,13/10/2017,6/10/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,25/9/2017,,No,No,No,Yes
Official Information Act,18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,2/10/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,18/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,6/10/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,16/10/2017,,No,No,No,Yes
Official Information Act,19/9/2017,17/10/2017,17/10/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,19/9/2017,17/10/2017,19/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,21/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,18/9/2017,16/10/2017,16/10/2017,,No,No,Yes,No
Official Information Act,19/9/2017,17/10/2017,11/10/2017,,No,No,No,Yes
Official Information Act,19/9/2017,17/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,11/10/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,11/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,20/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,26/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,18/10/2017,,No,No,Yes,No
Official Information Act,20/9/2017,18/10/2017,18/10/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,16/10/2017,,Yes,No,No,No
Official Information Act,20/9/2017,18/10/2017,17/10/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,21/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,17/11/2017,18/12/2017,,No,No,Yes,No
Official Information Act,21/9/2017,19/10/2017,21/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,19/10/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,25/10/2017,,No,No,Yes,No
Official Information Act,21/9/2017,19/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,26/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,17/11/2017,21/11/2017,18/10/2017,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,26/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,21/9/2017,19/10/2017,10/10/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,17/10/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,20/10/2017,,No,No,No,Yes
Official Information Act,22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,20/10/2017,,No,No,No,Yes
Official Information Act,22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,18/10/2017,,No,No,No,Yes
Official Information Act,22/9/2017,20/10/2017,20/10/2017,,No,No,No,Yes
Official Information Act,22/9/2017,20/10/2017,19/10/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,28/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/11/2017,20/11/2017,20/10/2017,No,No,Yes,No
Official Information Act,22/9/2017,20/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,22/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,19/10/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,12/10/2017,,No,No,No,Yes
Official Information Act,22/9/2017,20/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,17/10/2017,,Yes,No,No,No
Official Information Act,22/9/2017,20/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,19/10/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,21/11/2017,21/11/2017,24/10/2017,No,No,Yes,No
Official Information Act,25/9/2017,24/10/2017,25/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,4/10/2017,,No,No,No,Yes
Official Information Act,25/9/2017,24/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,24/10/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,19/10/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,26/9/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,26/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,25/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,5/10/2017,,Yes,No,No,No
Official Information Act,25/9/2017,24/10/2017,11/10/2017,,No,No,Yes,No
Official Information Act,26/9/2017,25/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,10/10/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,29/9/2017,,No,No,No,Yes
Official Information Act,26/9/2017,25/10/2017,3/10/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,29/9/2017,,No,No,No,Yes
Official Information Act,26/9/2017,22/11/2017,6/12/2017,24/10/2017,Yes,No,No,No
